US,Canada,Mexico,Russia,United Kingdom,Italy,Germany,France,Belarus,Brazil,Peru,Ecuador,Chile,India,Turkey,Saudi Arabia,Pakistan,Iran,Singapore,Qatar,Bangladesh,United Arab Emirates,China,Japan,"Korea, South"
166.0,8.0,0.0,0.0,55.0,1247.0,156.0,332.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1076.0,8.0,0.0,0.0,16.0,80.0,46.0,448.0
116.0,22.0,1.0,4.0,54.0,1492.0,107.0,177.0,0.0,7.0,5.0,1.0,7.0,5.0,0.0,6.0,0.0,743.0,12.0,7.0,3.0,0.0,53.0,33.0,273.0
75.0,24.0,0.0,0.0,147.0,1797.0,237.0,286.0,0.0,5.0,1.0,1.0,0.0,4.0,0.0,4.0,10.0,595.0,0.0,3.0,0.0,0.0,37.0,28.0,164.0
188.0,21.0,0.0,3.0,258.0,977.0,157.0,372.0,3.0,6.0,4.0,0.0,5.0,13.0,0.0,5.0,3.0,881.0,10.0,6.0,0.0,29.0,27.0,58.0,35.0
365.0,63.0,1.0,0.0,411.0,2313.0,271.0,510.0,0.0,7.0,0.0,2.0,10.0,6.0,1.0,1.0,1.0,958.0,18.0,238.0,0.0,0.0,34.0,55.0,242.0
439.0,61.0,4.0,8.0,489.0,2651.0,802.0,0.0,3.0,14.0,4.0,0.0,0.0,11.0,0.0,24.0,8.0,1075.0,0.0,0.0,0.0,11.0,11.0,56.0,114.0
633.0,97.0,14.0,17.0,480.0,2547.0,693.0,1388.0,15.0,99.0,13.0,0.0,20.0,9.0,4.0,41.0,3.0,1289.0,22.0,58.0,0.0,0.0,13.0,37.0,110.0
759.0,67.0,15.0,14.0,364.0,3497.0,733.0,815.0,0.0,0.0,10.0,11.0,33.0,20.0,0.0,17.0,22.0,1365.0,12.0,17.0,0.0,0.0,32.0,62.0,107.0
234.0,96.0,12.0,4.0,442.0,3590.0,1043.0,36.0,0.0,11.0,5.0,0.0,13.0,11.0,1.0,0.0,83.0,1209.0,14.0,64.0,2.0,13.0,26.0,31.0,76.0
1467.0,151.0,29.0,27.0,612.0,3233.0,1174.0,2151.0,9.0,38.0,43.0,9.0,81.0,6.0,12.0,15.0,100.0,1053.0,17.0,38.0,3.0,0.0,30.0,17.0,74.0
1833.0,154.0,11.0,24.0,770.0,3526.0,1144.0,1032.0,0.0,121.0,31.0,21.0,46.0,23.0,29.0,53.0,63.0,1178.0,23.0,0.0,2.0,0.0,25.0,50.0,84.0
2657.0,243.0,25.0,33.0,1006.0,4207.0,1042.0,1409.0,15.0,51.0,28.0,53.0,37.0,14.0,51.0,0.0,155.0,1192.0,47.0,13.0,4.0,15.0,44.0,35.0,93.0
4494.0,252.0,46.0,52.0,1061.0,5322.0,2801.0,1846.0,0.0,249.0,89.0,88.0,0.0,38.0,94.0,103.0,47.0,1046.0,32.0,8.0,3.0,27.0,54.0,40.0,152.0
6367.0,343.0,39.0,54.0,1255.0,5986.0,2958.0,1788.0,18.0,172.0,0.0,168.0,196.0,50.0,167.0,70.0,229.0,1237.0,40.0,10.0,3.0,0.0,94.0,54.0,87.0
5995.0,503.0,48.0,53.0,1197.0,6557.0,2705.0,1705.0,7.0,228.0,84.0,139.0,131.0,86.0,311.0,48.0,46.0,966.0,47.0,11.0,5.0,13.0,55.0,37.0,147.0
8919.0,457.0,65.0,61.0,1423.0,5560.0,1948.0,2298.0,0.0,525.0,45.0,283.0,95.0,66.0,566.0,119.0,99.0,1028.0,23.0,13.0,2.0,0.0,130.0,45.0,162.0
11152.0,646.0,51.0,71.0,2349.0,4789.0,4062.0,3359.0,5.0,378.0,32.0,192.0,114.0,103.0,293.0,51.0,97.0,1411.0,54.0,7.0,6.0,45.0,58.0,40.0,0.0
10618.0,699.0,38.0,57.0,2392.0,5249.0,4764.0,2252.0,0.0,323.0,21.0,101.0,176.0,37.0,343.0,205.0,91.0,1762.0,49.0,25.0,6.0,50.0,94.0,73.0,76.0
12127.0,573.0,70.0,163.0,2708.0,5210.0,4118.0,2959.0,5.0,307.0,64.0,91.0,220.0,121.0,561.0,133.0,138.0,2206.0,73.0,11.0,0.0,85.0,71.0,97.0,100.0
17821.0,941.0,110.0,182.0,3111.0,6203.0,4954.0,3921.0,0.0,431.0,100.0,230.0,164.0,70.0,1196.0,112.0,172.0,2389.0,52.0,12.0,5.0,0.0,123.0,102.0,104.0
18591.0,869.0,132.0,196.0,3245.0,5909.0,5780.0,3793.0,8.0,432.0,55.0,192.0,304.0,160.0,2069.0,92.0,122.0,2926.0,49.0,13.0,4.0,72.0,91.0,114.0,91.0
22164.0,930.0,131.0,228.0,2852.0,5974.0,6294.0,4648.0,0.0,487.0,36.0,228.0,350.0,100.0,1704.0,99.0,102.0,3076.0,70.0,28.0,0.0,63.0,92.0,198.0,146.0
16127.0,936.0,145.0,270.0,2894.0,5217.0,3965.0,2603.0,0.0,352.0,181.0,101.0,230.0,37.0,1815.0,96.0,120.0,2901.0,42.0,44.0,0.0,102.0,94.0,179.0,105.0
22154.0,1232.0,101.0,302.0,4302.0,4050.0,4751.0,4349.0,58.0,323.0,98.0,38.0,310.0,227.0,1610.0,154.0,221.0,3186.0,35.0,59.0,1.0,41.0,81.0,94.0,78.0
26381.0,1233.0,121.0,501.0,4537.0,4053.0,4615.0,7636.0,0.0,1138.0,115.0,278.0,289.0,146.0,2704.0,110.0,180.0,3110.0,47.0,88.0,2.0,53.0,1647.0,254.0,125.0
35824.0,1312.0,163.0,440.0,4967.0,4782.0,5453.0,4844.0,11.0,1119.0,258.0,508.0,293.0,601.0,2148.0,157.0,303.0,2988.0,74.0,54.0,3.0,150.0,216.0,280.0,101.0
32280.0,1719.0,132.0,771.0,4939.0,4668.0,6156.0,2102.0,141.0,1208.0,91.0,415.0,373.0,545.0,2456.0,165.0,265.0,2875.0,49.0,114.0,2.0,210.0,127.0,283.0,89.0
32447.0,1332.0,178.0,601.0,4951.0,4585.0,6174.0,5225.0,47.0,1012.0,181.0,205.0,333.0,24.0,2786.0,154.0,132.0,2715.0,65.0,126.0,5.0,240.0,136.0,336.0,86.0
31710.0,1336.0,202.0,582.0,4094.0,4805.0,6082.0,-17076.0,89.0,1304.0,151.0,97.0,512.0,515.0,3013.0,140.0,339.0,2560.0,75.0,250.0,9.0,241.0,98.0,371.0,94.0
28777.0,1189.0,253.0,658.0,3620.0,4316.0,5936.0,849.0,122.0,770.0,535.0,181.0,310.0,506.0,3135.0,223.0,609.0,2483.0,120.0,279.0,18.0,294.0,104.0,351.0,81.0
31993.0,1501.0,296.0,954.0,5356.0,3599.0,3677.0,2659.0,138.0,1031.0,280.0,101.0,344.0,1190.0,3148.0,203.0,269.0,2274.0,66.0,228.0,35.0,277.0,144.0,234.0,47.0
30146.0,1388.0,346.0,1154.0,5484.0,3039.0,3834.0,-3489.0,161.0,1873.0,393.0,0.0,301.0,533.0,3892.0,190.0,228.0,2089.0,106.0,225.0,41.0,283.0,81.0,375.0,47.0
31244.0,1236.0,396.0,1175.0,5170.0,3836.0,4003.0,3855.0,205.0,2136.0,1388.0,703.0,430.0,605.0,4117.0,137.0,226.0,1997.0,142.0,153.0,54.0,300.0,217.0,535.0,53.0
36026.0,1380.0,260.0,1459.0,4912.0,4204.0,4974.0,3784.0,420.0,1922.0,914.0,515.0,426.0,809.0,4056.0,355.0,206.0,1634.0,287.0,166.0,112.0,331.0,115.0,594.0,39.0
34181.0,1144.0,403.0,1786.0,4339.0,3951.0,5323.0,1566.0,495.0,1546.0,641.0,2196.0,529.0,873.0,4747.0,364.0,316.0,1972.0,198.0,136.0,94.0,370.0,91.0,636.0,27.0
28986.0,1376.0,375.0,1667.0,3628.0,4694.0,4133.0,1445.0,245.0,1089.0,951.0,96.0,671.0,848.0,5138.0,382.0,219.0,1837.0,191.0,216.0,58.0,376.0,93.0,701.0,30.0
25858.0,1342.0,442.0,2186.0,3536.0,4092.0,2821.0,50747.0,352.0,1465.0,671.0,209.0,286.0,759.0,4789.0,429.0,266.0,1657.0,233.0,251.0,139.0,387.0,169.0,522.0,32.0
27243.0,1797.0,353.0,2558.0,4209.0,3153.0,2537.0,3141.0,341.0,1238.0,2265.0,63.0,312.0,1248.0,4093.0,472.0,341.0,1617.0,386.0,252.0,182.0,398.0,112.0,300.0,25.0
28512.0,1689.0,385.0,2774.0,4359.0,2972.0,2082.0,17448.0,362.0,1832.0,519.0,74.0,392.0,1034.0,4062.0,435.0,546.0,1574.0,334.0,197.0,209.0,412.0,80.0,504.0,27.0
26363.0,1747.0,448.0,3388.0,5102.0,2667.0,2486.0,3207.0,447.0,3058.0,1172.0,255.0,356.0,835.0,4281.0,493.0,536.0,1512.0,447.0,283.0,219.0,432.0,99.0,558.0,27.0
29682.0,1766.0,450.0,3448.0,5338.0,3786.0,2866.0,12578.0,476.0,2105.0,1016.0,367.0,534.0,1108.0,4801.0,518.0,106.0,1606.0,728.0,392.0,341.0,460.0,106.0,563.0,22.0
33157.0,2126.0,578.0,4070.0,4985.0,3493.0,3380.0,1891.0,575.0,3257.0,998.0,225.0,445.0,922.0,4353.0,762.0,613.0,1499.0,623.0,560.0,266.0,477.0,413.0,560.0,22.0
27349.0,1526.0,622.0,4785.0,4731.0,3491.0,3609.0,3804.0,518.0,2976.0,931.0,572.0,907.0,1370.0,3783.0,1132.0,710.0,1374.0,942.0,345.0,306.0,0.0,71.0,590.0,18.0
25031.0,1700.0,764.0,6060.0,3867.0,3047.0,2458.0,1094.0,510.0,1996.0,1208.0,446.0,358.0,1893.0,3977.0,1088.0,70.0,1343.0,596.0,440.0,312.0,479.0,63.0,366.0,8.0
30643.0,1712.0,511.0,4268.0,4877.0,2256.0,1775.0,2447.0,457.0,2089.0,697.0,660.0,419.0,924.0,4674.0,1122.0,1147.0,1294.0,1426.0,567.0,492.0,484.0,61.0,344.0,13.0
25947.0,1590.0,729.0,5642.0,4771.0,2729.0,1785.0,2666.0,459.0,2336.0,1512.0,270.0,325.0,1541.0,4611.0,1147.0,511.0,1297.0,1111.0,518.0,434.0,490.0,70.0,383.0,9.0
29967.0,1846.0,1043.0,5236.0,5506.0,3370.0,2237.0,1799.0,558.0,2678.0,1413.0,452.0,464.0,1290.0,3083.0,1141.0,1079.0,1194.0,1016.0,608.0,390.0,483.0,56.0,396.0,11.0
32078.0,1809.0,1089.0,4774.0,5153.0,2646.0,2352.0,-1709.0,741.0,4279.0,1664.0,333.0,516.0,1707.0,3116.0,1158.0,785.0,1030.0,1037.0,623.0,414.0,518.0,40.0,432.0,14.0
31491.0,1640.0,1239.0,5849.0,4980.0,3021.0,2337.0,2811.0,751.0,4007.0,734.0,11536.0,494.0,1453.0,3122.0,1172.0,783.0,1168.0,897.0,761.0,503.0,525.0,46.0,385.0,10.0
30626.0,1582.0,970.0,5966.0,3783.0,2357.0,2055.0,1678.0,817.0,5281.0,3683.0,0.0,1363.0,1753.0,2861.0,1197.0,605.0,1134.0,618.0,833.0,309.0,532.0,38.0,332.0,10.0
25897.0,1211.0,835.0,6361.0,3475.0,2324.0,1737.0,633.0,873.0,3776.0,2186.0,0.0,473.0,1607.0,2357.0,1223.0,587.0,1153.0,931.0,929.0,418.0,536.0,29.0,219.0,10.0
24693.0,1656.0,852.0,6198.0,4707.0,1739.0,1018.0,3686.0,826.0,4346.0,1182.0,521.0,482.0,1561.0,2131.0,1289.0,697.0,991.0,799.0,957.0,497.0,490.0,31.0,171.0,14.0
24604.0,1523.0,1223.0,6411.0,4724.0,2091.0,1144.0,3132.0,919.0,5789.0,2491.0,1018.0,552.0,1873.0,2392.0,1266.0,913.0,1112.0,528.0,677.0,549.0,541.0,62.0,284.0,9.0
26809.0,1689.0,1047.0,5841.0,5445.0,2086.0,1304.0,-1455.0,973.0,6450.0,2741.0,417.0,520.0,1738.0,2936.0,1325.0,1292.0,1073.0,690.0,643.0,641.0,549.0,29.0,216.0,4.0
29507.0,1639.0,1425.0,7099.0,4969.0,1872.0,1478.0,1218.0,846.0,7502.0,3045.0,259.0,1138.0,1801.0,2615.0,1351.0,1297.0,983.0,528.0,845.0,564.0,552.0,45.0,208.0,9.0
34822.0,1811.0,1515.0,7933.0,4735.0,1965.0,1639.0,526.0,890.0,5015.0,3483.0,1402.0,985.0,2394.0,2188.0,1344.0,989.0,1006.0,932.0,687.0,571.0,557.0,22.0,274.0,6.0
26647.0,1356.0,1349.0,9623.0,3226.0,1900.0,945.0,792.0,911.0,4898.0,2075.0,1128.0,2526.0,2442.0,1983.0,1362.0,981.0,802.0,447.0,776.0,552.0,561.0,8.0,303.0,13.0
23570.0,1259.0,1383.0,10633.0,2976.0,1389.0,793.0,361.0,877.0,4726.0,3394.0,2074.0,1228.0,2806.0,1670.0,1552.0,857.0,976.0,657.0,679.0,665.0,564.0,-16.0,200.0,8.0
24051.0,1376.0,1434.0,10581.0,3384.0,1221.0,679.0,562.0,784.0,6794.0,1444.0,2343.0,980.0,3932.0,1614.0,1645.0,1108.0,1223.0,573.0,640.0,688.0,567.0,-4.0,168.0,3.0
24081.0,1395.0,1120.0,10102.0,3689.0,1075.0,685.0,1117.0,861.0,6835.0,3817.0,0.0,1373.0,2963.0,1832.0,1595.0,2024.0,1323.0,632.0,951.0,786.0,462.0,17.0,125.0,2.0
24373.0,1516.0,1609.0,10559.0,3837.0,1444.0,947.0,4136.0,905.0,11156.0,3628.0,0.0,1032.0,3587.0,2253.0,1687.0,571.0,1680.0,788.0,830.0,790.0,546.0,22.0,101.0,4.0
28210.0,1271.0,1982.0,11231.0,3771.0,1401.0,1284.0,741.0,913.0,9162.0,3709.0,-1583.0,1533.0,3364.0,1977.0,1793.0,1791.0,1485.0,741.0,918.0,706.0,502.0,11.0,98.0,12.0
27207.0,1200.0,1906.0,10699.0,3052.0,1327.0,1209.0,531.0,933.0,11121.0,3321.0,-1480.0,1391.0,3344.0,1848.0,1701.0,2301.0,1556.0,768.0,1311.0,709.0,553.0,17.0,87.0,18.0
24247.0,1146.0,1938.0,10817.0,2150.0,1083.0,1251.0,528.0,951.0,9167.0,3168.0,253.0,3458.0,3113.0,1546.0,1704.0,1598.0,1529.0,753.0,1130.0,636.0,624.0,29.0,115.0,34.0
18703.0,1038.0,1562.0,11012.0,2322.0,802.0,667.0,249.0,921.0,6638.0,2292.0,488.0,1647.0,4353.0,1542.0,1912.0,1747.0,1383.0,876.0,1189.0,887.0,781.0,39.0,69.0,35.0
19222.0,1024.0,1305.0,11656.0,3588.0,744.0,357.0,315.0,933.0,6895.0,1515.0,-50.0,1197.0,3607.0,1114.0,1966.0,2255.0,1683.0,486.0,1103.0,1034.0,680.0,7.0,37.0,27.0
23378.0,1117.0,1997.0,10899.0,3397.0,1402.0,933.0,753.0,967.0,8620.0,3237.0,910.0,1658.0,3524.0,1704.0,1911.0,962.0,1481.0,849.0,1526.0,969.0,783.0,22.0,87.0,26.0
20001.0,1227.0,1862.0,10028.0,3299.0,888.0,798.0,521.0,952.0,11923.0,4247.0,67.0,2660.0,3763.0,1639.0,1905.0,490.0,1958.0,675.0,1390.0,1162.0,725.0,14.0,50.0,29.0
25877.0,1110.0,2409.0,9974.0,2618.0,992.0,933.0,642.0,947.0,13028.0,4298.0,16.0,2659.0,3942.0,1635.0,2039.0,3011.0,1808.0,752.0,1733.0,1041.0,698.0,16.0,98.0,27.0
24399.0,1271.0,2437.0,10598.0,2521.0,789.0,913.0,513.0,958.0,17126.0,3891.0,965.0,2502.0,3787.0,1708.0,2307.0,0.0,2102.0,793.0,1153.0,1202.0,747.0,20.0,52.0,19.0
23868.0,1155.0,2112.0,9200.0,2067.0,875.0,620.0,415.0,951.0,13220.0,4046.0,1296.0,5485.0,4864.0,1610.0,2840.0,1352.0,1757.0,465.0,1547.0,930.0,796.0,18.0,54.0,13.0
18643.0,1208.0,2075.0,9709.0,1826.0,675.0,583.0,140.0,969.0,7569.0,3732.0,419.0,2353.0,5050.0,1368.0,2736.0,1974.0,1806.0,682.0,1632.0,1273.0,731.0,22.0,24.0,15.0
22384.0,1086.0,2414.0,8926.0,2576.0,451.0,342.0,444.0,922.0,14288.0,2660.0,400.0,2278.0,4630.0,1158.0,2593.0,1841.0,2294.0,305.0,1365.0,1602.0,832.0,27.0,33.0,13.0
20758.0,1002.0,2713.0,9263.0,3063.0,813.0,513.0,501.0,936.0,16517.0,4550.0,569.0,3520.0,6147.0,1022.0,2509.0,1932.0,2111.0,451.0,1637.0,1251.0,873.0,16.0,28.0,32.0
22839.0,1256.0,2248.0,8764.0,2710.0,665.0,797.0,481.0,918.0,22739.0,4537.0,703.0,4038.0,5553.0,972.0,2691.0,2193.0,2346.0,570.0,1491.0,1617.0,941.0,16.0,34.0,12.0
25112.0,1115.0,2973.0,8849.0,2554.0,642.0,745.0,267.0,945.0,18137.0,4749.0,452.0,3964.0,6198.0,961.0,2532.0,2603.0,2392.0,448.0,1554.0,1773.0,894.0,39.0,41.0,20.0
23922.0,1090.0,2960.0,8894.0,2044.0,652.0,460.0,756.0,932.0,21807.0,2929.0,522.0,4276.0,6568.0,952.0,2642.0,1743.0,2311.0,614.0,1830.0,1694.0,994.0,45.0,23.0,23.0
19928.0,907.0,3329.0,9434.0,1508.0,669.0,638.0,546.0,941.0,16997.0,4056.0,430.0,9842.0,6629.0,1186.0,2442.0,2164.0,1869.0,642.0,1732.0,1873.0,812.0,31.0,25.0,25.0
20121.0,953.0,2764.0,8599.0,1355.0,531.0,431.0,-439.0,954.0,14468.0,4205.0,498.0,3709.0,7113.0,1141.0,2399.0,1748.0,2180.0,548.0,1501.0,1532.0,781.0,47.0,41.0,16.0
19186.0,964.0,2485.0,8946.0,1612.0,300.0,289.0,325.0,946.0,12807.0,4020.0,599.0,4895.0,6414.0,987.0,2235.0,1356.0,2023.0,344.0,1751.0,1975.0,822.0,47.0,21.0,19.0
18696.0,767.0,3455.0,8915.0,1659.0,397.0,432.0,255.0,915.0,16327.0,5772.0,0.0,3964.0,5843.0,948.0,1931.0,1446.0,1787.0,383.0,1742.0,1166.0,779.0,30.0,30.0,40.0
18805.0,885.0,3463.0,8338.0,1809.0,584.0,362.0,173.0,897.0,20199.0,6154.0,748.0,4328.0,7293.0,1035.0,1815.0,2076.0,2080.0,533.0,1740.0,1541.0,883.0,31.0,26.0,79.0
21129.0,787.0,3377.0,8371.0,1736.0,593.0,353.0,3343.0,902.0,28337.0,5874.0,368.0,4654.0,7300.0,1182.0,1644.0,2801.0,2258.0,373.0,1967.0,2029.0,563.0,23.0,60.0,58.0
24737.0,1069.0,3227.0,8572.0,1509.0,516.0,741.0,594.0,906.0,26890.0,6506.0,100.0,3695.0,8105.0,1141.0,1581.0,2429.0,2819.0,611.0,1993.0,2523.0,638.0,22.0,73.0,39.0
